348.36,7.3688e+10,2190.5
1425.8,2.2381e+11,1898.9
271.59,1.1492e+11,2276.5
3559.5,1.1287e+11,1181
123.48,1.3976e+11,2245.5
8.3056,2.337e+11,2318.4
2578.8,1.5978e+11,1855.3
255.85,1.7195e+11,2105.4
7287,1.5371e+11,1046
66186,2.8686e+11,1662.9
807.2,1.499e+11,2181.1
361.65,2.1156e+11,2249.4
790.61,2.8098e+10,2233.5
22.057,3.2196e+10,2311.5
1103.6,1.3743e+11,2266.5
49.328,1.619e+11,2284.5
268.68,1.3878e+11,2158.4
1104,2.351e+11,2247.5
1106.3,2.2251e+11,2233.5
63.708,7.9506e+11,2314.5
3768.5,1.5028e+11,1397.9
66219,2.3814e+11,1814.1
3291.6,1.2636e+11,1714.5
66358,1.0924e+11,1303.8
3648.4,1.2973e+11,1515.7
6130.6,1.5006e+11,1159.8
66144,3.3039e+11,1347.6
66714,1.235e+11,892.03
5592.5,1.5152e+11,1142.8
66487,1.9068e+11,1146
1663.5,5.8714e+10,2056.3
3650.8,2.1242e+11,1727.8
2742.5,1.4691e+11,1421.1
3220.9,1.3142e+11,1211.4
5751,1.1365e+11,1344.8
4117.4,2.3437e+11,1527.8
66354,1.637e+11,1301.9
4458.8,5.9754e+10,1310.7
1160.3,1.5337e+11,2104.2
1183.4,1.5779e+11,2070.4
5936.3,1.7854e+11,943.3
65991,2.9489e+11,1682.9
66236,2.0619e+11,1407.8
67043,9.7278e+10,1123.5
3604.1,1.3173e+11,1428.1
878.43,1.1388e+11,1997.4
362.68,2.4639e+11,2180.4
1274.1,2.2382e+11,1947
1777.4,8.437e+10,1979.8
6456.8,8.286e+10,857.7
66816,1.5179e+11,829.41
3444,1.7105e+11,1462.9
949.68,1.4124e+11,2129.9
2676.9,8.7885e+10,1553.9
1927.6,1.5839e+11,1715.3
3181.4,1.6844e+11,1631.9
6093.4,1.4863e+11,1128.4
5702.9,1.6374e+11,1193.7
9799.5,1.5838e+11,908.69
8309.6,1.5815e+11,790.88
66888,7.0237e+10,667.63
66545,9.1016e+10,952.89
3763.1,1.324e+11,1451.5
4371.7,9.4059e+10,1640.5
4788.6,9.8959e+10,1576
2415.5,2.375e+11,1717.7
3192.7,7.3368e+10,1591.9
66977,1.0066e+11,571.19
1203.5,1.2703e+11,2086.4
3034.2,9.2524e+10,1670.1
66404,1.65e+11,1147.8
4924.3,1.7556e+11,1044.5
66435,1.8407e+11,988.01
1828.2,1.1197e+11,1964.4
1615.1,2.0297e+11,1879.8
2044.4,1.6482e+11,1753.3
66669,1.4084e+11,680.34
12185,8.5451e+10,763.97
4144.2,1.103e+11,1473.4
9191.5,5.5472e+10,910.69
3152,1.7372e+11,1457.3
2240.4,2.4897e+11,1665.6
66608,1.4774e+11,774.12
66909,1.2013e+11,542.63
1776.9,1.036e+11,2025.8
3280,1.1514e+11,1600.7
1747,2.1118e+11,1873.4
2312.7,1.9774e+11,1790.3
1638.8,1.0039e+11,1879.9
2038.8,7.7336e+10,1782.7
3302.6,1.5775e+11,1572.1
11097,4.9889e+10,779.21
3435.5,1.3621e+11,1488.1
1127.5,1.9946e+11,1927.8
394.43,1.6777e+11,2174.5
3569,1.7296e+11,1507.1
3737,8.0728e+10,1513.5
2682.7,1.4357e+11,1493.6
459.31,1.527e+11,2047.3
888.72,2.0387e+11,2078.2
69.224,1.3205e+11,2257.5
904.31,1.0676e+11,2016.6
1225.2,1.8355e+11,1935
16046,2.2684e+10,525.52
1420.5,9.3063e+10,2013.6
18.866,6.0853e+10,2318.5
2000.6,1.8608e+11,1725.4
3794.3,1.9072e+11,1409.6
2126.4,1.928e+11,1835.7
1470.1,1.8246e+11,2002.1
10541,5.2582e+10,705.86
1903.1,1.2637e+11,1820.5
4628.9,1.7037e+11,1396.3
1578.2,4.9334e+10,1879.9
3089.4,2.0695e+11,1508
1605.1,4.7869e+10,2114.2
2370.5,2.2007e+11,1600.7
66549,7.2774e+10,956.36
4327.5,1.1511e+11,1371.5
68180,1.396e+10,456.18
4247,1.7384e+11,1378.8
466.33,2.7584e+11,2109.1
4995.5,1.9895e+11,1098.2
68354,7.9467e+09,372.76
67111,1.3097e+11,728.79
6579.3,1.7017e+11,999.35
66982,6.7728e+10,1042.6
65594,1.8284e+12,1893.1
6822.3,9.055e+10,1046.9
6769.6,1.2587e+11,1148.9
4180.2,1.266e+11,1412.3
944.93,2.3505e+11,2073
66243,1.5693e+11,1511.8
1447.5,1.2486e+11,2079.2
9375,2.15e+10,792.61
66422,1.2395e+11,1079.6
3014,1.1543e+11,1642.4
66756,1.4054e+11,850.14
1833.6,1.3616e+11,1968.9
5785.4,1.1809e+11,1104.9
66582,9.931e+10,905.69
66354,1.6351e+11,1223.2
66604,1.7204e+11,1106.7
2264.3,1.8194e+11,1625.4
66190,2.8289e+11,1574.5
7938.9,5.1589e+10,1089.9
66760,9.9781e+10,1154.4
66557,1.1541e+11,1059.1
12762,2.0468e+10,950.22
66446,1.4157e+11,1233.1
3845.8,1.2352e+11,1689.1
66920,1.6035e+11,739.27
66891,1.1963e+11,772.64
67510,8.307e+09,537.25
6279.3,1.4962e+11,1184.6
5288.2,1.3357e+11,1151.6
66452,8.3092e+10,1156.5
66431,1.1268e+11,1160.1
6653.8,5.2054e+10,1165.1
66598,1.558e+10,1214.5
68710,1.3882e+10,440.77
2490.5,2.4251e+11,1660.9
6455.7,1.6205e+11,1199
5265.3,1.8029e+11,1379.8
2503.6,1.8452e+11,1562
3029.9,1.0742e+11,1576.9
2069.6,1.6938e+11,1698.8
1342.8,1.9079e+11,1808.6
1253.9,1.1673e+11,2007.3
1796.3,1.0802e+11,1924.3
1827.3,2.2733e+11,1874.8
66378,1.2784e+11,1360.8
2986.4,1.801e+11,1676.6
3451,1.282e+11,1620.1
3420.2,1.8912e+11,1604.4
66938,8.5246e+10,555.46
7342.6,1.1265e+11,744.14
1152.4,1.121e+11,2187.3
66258,2.2221e+11,1436.7
2216.1,1.8715e+11,1877.7
6462.9,8.9196e+10,1080.2
3937.6,2.6773e+11,1520.5
7345.9,1.5925e+11,852.13
66290,2.7996e+11,1457.6
66255,2.4837e+11,1595.2
7555.9,1.2463e+11,799.59
1035,6.1148e+10,2051.5
2394.6,1.6724e+11,1578.2
1155,1.2915e+11,2183.3
2714.7,1.1805e+11,1526.1
1648.8,2.2715e+11,1913.4
1760,1.8597e+11,1773.7
3392.2,1.026e+11,1363.5
6736.1,1.3314e+11,1088.4
67191,8.0577e+10,755.84
66362,2.0428e+11,1320.5
7934.9,6.5469e+10,915.27
66249,1.4833e+11,1273.4
1789.1,1.6619e+11,1985.8
1970.9,2.03e+11,1748
2443.5,1.5246e+11,1469.2
1425.8,7.9668e+10,2057.4
679.32,1.7307e+11,1974.3
3125.6,1.6839e+11,1692.8
3539,5.6198e+10,1559
1529.2,1.435e+11,1866.6
3493.6,2.088e+11,1441
3916.4,1.2607e+11,1361
1484.9,1.8692e+11,1962.2
66306,1.2735e+11,1329.7
2805.4,1.874e+11,1796.1
3588.6,1.0916e+11,1472.5
1138.1,2.4816e+11,2017.1
66427,1.1388e+11,1146.5
2711.3,1.6489e+11,1864.6
3736.3,1.7992e+11,1249.6
5838.9,4.3812e+10,1258.8
1298.4,6.5213e+10,1920.8
3048.6,1.1487e+11,1587.2
1150.7,2.1188e+11,2111.1
2078.5,4.3318e+10,1982.7
3110.7,1.1167e+11,1499.8
2351.9,1.2619e+11,1726.5
4577.1,2.035e+11,1180.1
3209.2,1.8898e+11,1634.6
66629,1.8259e+11,1057
9305,2.258e+10,1278
2337.4,1.4949e+11,1576.5
5518.9,1.7222e+11,1289.8
1216.2,2.1798e+11,2026.3
67054,1.0095e+11,581.53
5014.2,2.0341e+11,1079.3
7709.9,9.91e+10,690.8
269.14,1.8339e+11,2061.1
1366.4,1.2023e+11,2029.2
8106.7,1.1965e+11,884.26
66245,1.6599e+11,1284.7
1843.1,1.2114e+11,1827.9
1174.8,1.6705e+11,2131.6
4128.9,1.3183e+11,1395.4
1926.6,2.2396e+11,2055.2
7265,4.5612e+10,924.18
66507,1.5117e+11,1102.7
3069.9,5.9787e+10,1561
3172.8,1.436e+11,1426.6
3558,2.1567e+11,1369.3
4153.5,1.0928e+11,1398.8
1250.4,1.3687e+11,2040.8
1657.1,1.941e+11,2139.6
2701.4,1.8223e+11,1804.2
2340.9,1.5393e+11,1600
523.66,1.7349e+11,2105.3
4624.2,1.3964e+11,1422.6
1641.9,1.6201e+11,1841.5
946.1,2.3441e+11,1977
494.37,7.8597e+10,2048.6
1012.3,2.3708e+11,2065.7
66426,2.2587e+11,1217.9
1410.1,2.2287e+11,1966.3
10426,4.4383e+10,750.89
9726.8,2.9564e+10,1082
66221,1.5257e+11,1486.3
66288,5.6324e+10,1467.5
2285.8,6.2265e+10,1550.9
4621.1,1.4048e+11,1226
64.32,5.1162e+10,2288.5
2045.6,2.4452e+11,1947.9
3498,1.065e+11,1621.3
2521.2,1.5572e+11,1635.8
9065.1,8.6707e+10,891.56
6181,8.1214e+10,1007
4232.3,1.2598e+11,1346.7
2908,1.3777e+11,1655.8
4655.4,1.0715e+11,1239.3
66370,8.1007e+10,1256.6
1114.4,1.6543e+11,1914.9
2498.1,1.2789e+11,1717.1
3039.1,1.9075e+11,1677.3
66368,1.4906e+11,1225.5
66488,1.4159e+11,1152.6
1559.7,5.0109e+10,1960.8
1798,1.8411e+11,1766.1
3022.7,1.5705e+11,1804.2
1871.9,2.1004e+11,1762.8
1061.4,2.2705e+11,2029.5
1108.2,2.2271e+11,2205.4
1954.9,2.0045e+11,1707.7
1986.4,2.2053e+11,2018.2
782.77,7.141e+10,2156.5
498.95,2.1966e+11,2165
2083,1.5209e+11,1767.2
1486.3,1.2833e+11,1763.1
1852.8,1.4489e+11,1563.2
3719.2,1.5798e+11,1219.5
1125.4,1.9114e+11,2227.4
6399.6,8.6609e+10,941.27
2093,1.0058e+11,1801.6
3637.8,1.1893e+11,1395.8
1648,1.7718e+11,1770.3
1618,2e+11,1922.2
4442.9,1.0814e+11,1246.5
2948.9,2.1944e+11,1542.9
1141,1.6433e+11,1972.1
66285,1.6823e+11,1323.5
378.6,2.02e+11,2206.3
359.17,2.1572e+11,2155.1
1693.3,6.3737e+10,1914.3
4241.9,2.0569e+11,1358.2
988.69,5.4153e+10,2046.4
6711.1,1.7178e+11,936.8
995.36,1.5128e+11,1993.9
3290.4,2.257e+11,1592.2
6669.1,1.7327e+11,985.65
9738.8,1.3879e+11,777.81
851.96,6.5699e+10,2146.3
66481,2.74e+10,1222.4
66709,9.2277e+10,845.98
1269.1,2.3436e+11,2026.2
5597.1,1.2171e+11,1014.2
1153.8,1.7839e+11,2127.3
2698.1,1.9934e+11,1670
2691.1,1.0094e+11,1489.6
3991,1.4066e+11,1632.3
1144.5,1.6203e+11,2134.5
3235.2,1.5813e+11,1555.6
4853.3,2.0968e+11,1138.3
2946.2,1.4466e+11,1712.4
1138.2,1.7813e+11,2109.4
1150.8,1.2384e+11,2194.4
150.48,5.6351e+10,2223.5
2132,1.5107e+11,1918.9
3748.1,1.2657e+11,1299.8
